Analytes,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,AD_Estimate,AD_pvalue,AD_FDR,PD_Estimate,PD_pvalue,PD_FDR,FTD_Estimate,FTD_pvalue,FTD_FDR,DLB_Estimate,DLB_pvalue,DLB_FDR
X12732.13,MAGUK p55 subfamily member 7,MPP7,Q5T2T1,143098,MPP7,-0.152838611987845,1.85368304952394e-05,8.25835179013002e-05,0.02057522666689,0.464710509097769,0.586678795382404,-0.108882590842142,0.215676063333583,0.304553099958767,-0.112231771689448,0.244154156720589,0.41911201689193
X11681.8,Arf-GAP domain and FG repeat-containing protein 1,NUPL,P52594,3267,AGFG1,0.473069260970731,2.93888897463027e-16,4.8828696633536e-15,0.367500772324876,1.77713855891615e-17,9.06590966252717e-16,0.67863520941641,8.56898902398135e-07,6.61767126756086e-06,0.791940329921822,1.24664209433007e-07,9.21497482788469e-06
X9360.33,EGF-like repeat and discoidin I-like domain-containing protein 3,EDIL3,O43854,10085,EDIL3,-0.142385443827305,0.0111290267700251,0.0247296533503256,-0.134141495150255,0.00645830215939844,0.0181052402641959,0.448509207836,0.000986981780240726,0.00307646128057824,0.185613362314887,0.226353585380132,0.39779363718915
X9964.10,Myocardial zonula adherens protein,MYZAP,P0CAP1,100820829,MYZAP,0.249133176376927,2.10554493256888e-07,1.35902310448154e-06,0.237060108773321,9.78534805657017e-09,1.3078424598117e-07,-0.165656625215514,0.155011076100872,0.230859423370625,-0.00300928957800821,0.981861364527783,0.989510813110637
X9838.4,Mothers against decapentaplegic homolog 1,SMAD1,Q15797,4086,SMAD1,-0.00697538041755317,0.901389815481185,0.932010822629989,-0.00765957493391405,0.864566893910095,0.913495125362417,-0.520283629107028,0.000528760867709415,0.00181189390997493,-0.265102557267712,0.102312429354761,0.232300200814624
X10959.125,BET1-like protein,BET1L,Q9NYM9,51272,BET1L,0.166963785214049,0.00280256178576451,0.00743654123665864,0.0948866818908524,0.0232792139959654,0.0527642760284022,0.552133711437093,6.94556012978955e-05,0.000309383661354931,0.494213639909606,0.00124070451741459,0.00942103094774766
X13386.248,E3 ubiquitin-protein ligase RNF34,RNF34,Q969K3,80196,RNF34,0.1496520639661,0.0037864190818533,0.00965803515103707,0.0779449160046763,0.0559779032836809,0.109300251047705,0.632678668087678,2.94119108627317e-06,1.94397702819004e-05,0.291988405920085,0.0546667401658753,0.151494210314308
X6117.4,Neuroendocrine convertase 2,NEC2,P16519,5126,PCSK2,0.14869350518112,0.00262457928646563,0.00701049127992515,0.105539796220031,0.00555151399215423,0.0158041959311613,0.350820849075859,0.00570951377782307,0.0142172539442464,0.103538730691969,0.460107938290643,0.626507876875455
X11122.97,Maspardin,SPG21,Q9NZD8,51324,SPG21,-0.22170351265301,8.94418406092059e-06,4.22922123611676e-05,-0.0565853890883195,0.141147341323176,0.231433078439359,0.633000126202651,9.03686480728645e-06,5.15457076094355e-05,0.132951000253937,0.364817558062535,0.536269965626015
X7737.76,Integrin beta-6,ITB6,P18564,3694,ITGB6,-0.21380438483648,0.000165663971540386,0.000603050155697768,-0.195835182726523,1.55735205298122e-05,9.65878276694858e-05,-0.802295431428836,2.29227773960375e-08,2.71327776890353e-07,-0.334991568376192,0.0323609813163179,0.103452316264522
X4891.50,Glucagon,Glucagon,P01275,2641,GCG,0.0467387028538428,0.402674533534199,0.500682169742832,-0.0895259443659444,0.0736047685663277,0.136018608034306,-0.270711477348565,0.0614219786917926,0.106241837068612,-0.349051903681018,0.0360640675444442,0.111549148288623
X11454.87,Eukaryotic translation initiation factor 3 subunit G,EIF3G,O75821,8666,EIF3G,0.256101247820569,3.82899747314941e-12,4.5922612078633e-11,0.281055709137485,6.39749592493581e-16,2.66341726897902e-14,0.489941344262793,9.33667340985714e-07,7.07477637876622e-06,0.57901798746301,1.03498510763045e-07,7.97599161667549e-06
X11214.40,DnaJ homolog subfamily B member 9,DNJB9,Q9UBS3,4189,DNAJB9,0.700314687089356,4.64558821037478e-97,1.29433234599827e-94,0.255726169020886,8.61794106098875e-24,1.11479223296076e-21,-0.0411745887986354,0.552186680625342,0.640621446901022,0.326340007995409,2.12551887228045e-05,0.000452860550317635
X13991.47,Eukaryotic translation initiation factor 4 gamma 3,IF4G3,O43432,8672,EIF4G3,-0.109935440794858,0.0426410779494135,0.0784786505755973,0.000488904566966465,0.99157877092838,0.995978454881474,0.261311331633441,0.0675568066053862,0.115311382433887,-0.0391275124044558,0.81462424005956,0.884198081359223
X5087.5,Interleukin-22 receptor subunit alpha-2,IL-22BP,Q969J5,116379,IL22RA2,0.0546497713903486,0.294232990385058,0.390370656107941,0.0539584171542552,0.227626360414088,0.338866698487392,0.289337945116306,0.0325149971326879,0.0625434517337204,0.220078733004025,0.139679852593607,0.28590544082099
X6255.74,Probable carboxypeptidase X1,CPXM1,Q96SM3,56265,CPXM1,0.150777835673589,0.00463295090840511,0.0114699577513625,0.182290843430058,0.000329941805612228,0.00140925615557487,0.343034299124608,0.0193584046867794,0.0403662301528584,0.54483129027229,0.000806210277724923,0.0068067450487638
X12686.15,3-mercaptopyruvate sulfurtransferase,THTM,P25325,4357,MPST,0.101685520180468,0.0711531115048641,0.12009159826217,-0.0361157187234163,0.417740299821725,0.543873244412037,0.441851067108881,0.00151405588091168,0.00447301011473254,0.247161580841028,0.113403718523119,0.247289746231629
X13566.2,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,SSU72,Q9NP77,29101,SSU72,-0.209235082377794,4.19475767942921e-05,0.000174036796275975,-0.116373216393028,0.00881279268674887,0.023749951719795,-0.278225424457745,0.0365263204264796,0.0686550765878095,-0.243473516739095,0.106047490777634,0.237101241726291
X9032.30,Proto-oncogene tyrosine-protein kinase ROS,ROS1,P08922,6098,ROS1,-0.189912734865652,0.000533919324647533,0.00170986365506045,-0.223819981509451,1.49327487712896e-07,1.56772220433655e-06,-0.927221711810126,1.57456460606619e-11,4.38697923320902e-10,-0.548107999894672,0.00032709081967969,0.00367926381639701
X11692.21,SHC-transforming protein 4,SHC4,Q6S5L8,399694,SHC4,-0.00910146873540633,0.779909948455244,0.834577291311484,0.00387205458653242,0.906029510116298,0.938415466297178,-0.415323254387834,1.16585125592775e-06,8.55030722283237e-06,-0.223330774428834,0.0188146093891808,0.0717886083444043
X3079.62,Retinoic acid receptor responder protein 2,TIG2,Q99969,5919,RARRES2,-0.0568705148199844,0.315248810464594,0.412809541396514,-0.010393768369712,0.836503473322401,0.894331162767907,-0.365844100425143,0.0157402544214067,0.0338514797509399,-0.120803493202139,0.485744175524174,0.647778130982532
X11816.84,Tyrosine-protein kinase JAK2,JAK2,O60674,3717,JAK2,-0.0385821462903096,0.45645281320243,0.552010714330285,0.123343452591564,0.00992008918958266,0.0262188115732501,0.0721025112590296,0.596365645876823,0.679256719926369,0.415679276918164,0.00776801496449578,0.0379188008105172
X8953.47,Hepatoma-derived growth factor,HDGF,P51858,3068,HDGF,0.141850033311798,0.0113940715050768,0.0252566260657211,0.374359192622212,1.33057556622439e-13,4.01612058405395e-12,1.02826947682756,1.13285659324585e-11,3.28256526458919e-10,0.283398093373174,0.0760666801534808,0.191728264102928
X9841.197,Multifunctional protein ADE2,Multifunctional protein ADE2,P22234,10606,PAICS,-0.0783294328801154,0.128213072350103,0.197443770430304,-0.0772489365492536,0.0640130820159466,0.121517496363605,-0.361556036425423,0.00602435451415272,0.0148335907887567,-0.42625150297579,0.00389904413135254,0.0224520474463576
X6408.2,Inhibin beta C chain,INHBC,P55103,3626,INHBC,-0.275268260725914,5.73159082375797e-08,4.10273161336984e-07,-0.0967381115778859,0.0506108769532261,0.100943059650102,0.515052194791029,0.000114556640155851,0.000480792758568359,-0.0712604209161605,0.628044502645717,0.758461290075241
X6425.87,Matrix metalloproteinase-19,MMP19,Q99542,4327,MMP19,-0.0888002466313025,0.0065163881959895,0.0155585748489611,0.0612420474443429,0.0490135192879844,0.0987132289343191,0.0305797270243391,0.732007577549585,0.793574213075306,0.246412072076474,0.0124435333110635,0.0523466639403856
X13067.5,"cGMP-dependent protein kinase 1, beta isozyme",KGP1B,Q13976,5592,PRKG1,0.0364503233597904,0.355574359214229,0.453242282277627,0.102520545318225,0.00219693484284577,0.00720117466134605,0.17808522015367,0.0714768359728792,0.120989715645452,0.0630759739829371,0.565535742769031,0.709130395061152
X7167.102,Vesicle-associated membrane protein-associated protein A,VAPA,Q9P0L0,9218,VAPA,0.229484337405948,2.49694700867737e-13,3.32497870052553e-12,0.0557760578529111,0.0461223755386008,0.0939040158520585,-0.241686998451177,0.00283115305978405,0.00763547012847195,-0.0999097348368434,0.279163830151509,0.45444107541967
X3853.56,"Malate dehydrogenase, cytoplasmic",MDHC,P40925,4190,MDH1,0.566830697214129,2.01357507130786e-47,1.12202598588878e-45,0.203017153984594,3.76160213424642e-10,6.2212433471418e-09,0.324871693114182,0.000573496041825375,0.00194375840398319,0.407146868196417,9.00458410861678e-05,0.00144953793961822
X9956.7,Disintegrin and metalloproteinase domain-containing protein 15:Cytoplasmic domain,ADA15:CD,Q13444,8751,ADAM15,-0.430779690612677,2.99992855215182e-15,4.64347915209141e-14,-0.134533181582536,0.0121354334935028,0.031284370187521,0.0843504361439387,0.603128545919287,0.686096605942103,-0.283380624746736,0.117360344016602,0.253930206707368
X11369.23,Alcohol dehydrogenase class-3,ADHX,P11766,128,ADH5,-0.0859538436462149,0.0455221358513991,0.0830635647626032,-0.0645946158486405,0.15969826634114,0.254926011761837,-0.209436207155597,0.0657859164185772,0.112766961319492,-0.128977516283064,0.311278982634337,0.483262955465739
X3469.74,Ribosomal protein S6 kinase alpha-3,RPS6KA3,P51812,6197,RPS6KA3,0.049089634114477,0.244574219679291,0.336719345217783,0.125818146663852,0.00101301298498151,0.0037632133657467,0.730815475209345,1.60979375829827e-10,3.31288238213427e-09,0.476645760118774,8.41906508745578e-05,0.00137359701562004
X13549.15,Disintegrin and metalloproteinase domain-containing protein 29,ADA29,Q9UKF5,11086,ADAM29,0.0172530013235366,0.732363290148721,0.796652756262116,0.00884223922206971,0.821730437079368,0.882915349481302,0.368531019002263,0.00400840440811273,0.0104224269678279,0.139693334946705,0.328646717337735,0.502049097510449
X4997.19,Eukaryotic initiation factor 4A-III,IF4A3,P38919,9775,EIF4A3,-0.035284308397836,0.486151602746744,0.57808309427075,0.0746567175108364,0.0805418846321303,0.146226920369712,0.424159980420144,0.00138267268354029,0.00413545867859863,0.336335277697561,0.022355652586079,0.0800911707881089
X5671.1,Chymotrypsinogen B,Chymotrypsin,P17538,1504,CTRB1,0.111707677474706,0.0239523525834694,0.0481172607084448,0.0879119718299303,0.0404166990676283,0.0839388096461868,0.368900380956118,0.0029635309089188,0.0079628404689198,0.456693294572725,0.000925614052147773,0.00758500926895754
X12475.48,Chloride intracellular channel protein 5,CLIC5,Q9NZA1,53405,CLIC5,-0.366755868265449,8.72938479006176e-10,7.98430093676861e-09,-0.1137646225959,0.0310668269706911,0.0671384530357059,0.317527610951879,0.0304396582032572,0.0593393121701817,0.259997692055668,0.106999821312861,0.238788264199126
X6518.85,Appetite-regulating hormone,ghrelin,Q9UBU3,51738,GHRL,0.210765664312757,1.43059957333986e-05,6.55038517574548e-05,0.140379132666173,0.000709743779556487,0.00276716035474014,0.653749297838669,1.69359862076924e-06,1.19342688802066e-05,0.742748452783075,3.39396013465364e-07,2.08354637418907e-05
X2614.28,Ephrin-A4,Ephrin-A4,P52798,1945,EFNA4,-0.0549594592348436,0.10743951341649,0.170230060190081,0.0748766000081036,0.0113773575953142,0.0295191899786733,0.365725076108576,5.32824342025707e-05,0.00024476147117992,0.137019250382827,0.18746559177822,0.35036138979397
X12855.16,Cas scaffolding protein family member 4,CT032,Q9NQ75,57091,CASS4,0.205891375093257,0.00041944961208592,0.00137725034528738,0.215743760072861,2.14915005319877e-06,1.65270095386114e-05,0.459465276482889,0.00184146155637285,0.00531456076269519,0.240381104210006,0.13717854390057,0.282037412487374
X11571.75,"NKG2-E type II integral membrane protein:Isoform E, Extracellular domain",NKG2E:ECD,Q07444,3823,KLRC3,-0.21741586598083,7.07740366733636e-11,7.30499546472513e-10,-0.0864255841025361,0.00220610121945296,0.00721815593212162,-0.075360671905171,0.343997086966556,0.439956726339289,-0.11331173852043,0.205250728279163,0.3724539768673
X8428.102,Neurotrimin,NTRI,Q9P121,50863,NTM,0.106554921973287,0.00757120423723435,0.0177609467275018,0.035284373825874,0.326186440001711,0.449295402782075,0.415936546393542,7.80677296972455e-05,0.000343156938062407,0.232551861790871,0.0566967766204056,0.155541103049214
X11312.40,Mismatch repair endonuclease PMS2,PMS2,P54278,5395,PMS2,-0.194094646919283,0.000803315647122361,0.0024699569387752,-0.115733586870646,0.00844993180044461,0.0228741801055384,-0.441638592432585,0.00221729715353722,0.00616435667834197,0.0896336468239762,0.573392566021648,0.714914930853841
X13472.35,Haloacid dehalogenase-like hydrolase domain-containing protein 2,HDHD2,Q9H0R4,84064,HDHD2,0.0847590635148025,0.0903624599087331,0.147761999904935,0.0911100160681154,0.041128622259281,0.0850758822519222,0.344366916987261,0.00522985187619328,0.0131911723506769,0.242622700618992,0.0742108339342436,0.188361345837302
X13491.40,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",PDE6D,O43924,5147,PDE6D,0.293218230862684,5.99633847084178e-12,7.09762677823168e-11,0.0150232564186184,0.670982282361007,0.766151990992268,-0.0909277378476626,0.389710161249339,0.48757520001558,0.02835630160339,0.818325676355126,0.886532529557773
X14123.34,V-type immunoglobulin domain-containing suppressor of T-cell activation:Extracellular domain,GI24:ECD,Q9H7M9,64115,VSIR,-0.0856914342274132,0.0483483525306456,0.0870366465536771,0.0535128065852417,0.124301168944762,0.208918252398111,-0.110453173994989,0.305078006879908,0.400940689738398,-0.125313729523781,0.311144045731189,0.483260606191409
X9747.48,MAP/microtubule affinity-regulating kinase 3,MARK3,P27448,4140,MARK3,0.235117684838455,3.93979623396303e-06,1.98193638325196e-05,0.288937504255094,8.67050956875535e-12,1.87112470477207e-10,0.599934709358612,6.31077156219295e-06,3.74714993414146e-05,0.557366980635606,0.000213275038918801,0.00266373169297896
X11664.32,ADP-ribosylation factor GTPase-activating protein 2,ARFG2,Q8N6H7,84364,ARFGAP2,0.256322886378186,6.91130842991477e-10,6.45174204462663e-09,0.103047455038625,0.000315003582051714,0.00135988435541276,0.507213882456573,4.54070887396365e-08,5.09177942461187e-07,0.4184360900365,4.3078809839228e-05,0.000792037813389258
X11547.84,"Muscle, skeletal receptor tyrosine-protein kinase",MUSK,O15146,4593,MUSK,0.201704920896898,0.000362507309340054,0.0012213967203997,0.162194127458789,0.00207725668701172,0.00686480266455881,0.382242540233371,0.0106219897524664,0.0240460714459115,0.275348140340295,0.102215181794137,0.232300200814624
X8863.3,Phosphatidylinositol 3-kinase regulatory subunit alpha,P85A,P27986,5295,PIK3R1,-0.0437643588714098,0.211413093801278,0.298533421344339,-0.0195308491900143,0.545777459037131,0.660625441980066,0.261476973486825,0.003224000319338,0.00858627143870752,0.169783586871799,0.0873653535017032,0.211187776401514
X10049.112,Telomeric repeat-binding factor 1,TERF1,P54274,7013,TERF1,-0.173129925233946,0.00204471296388518,0.00564048008773199,-0.026132021272591,0.542530889929265,0.658307163592563,-0.159207549364966,0.274462316524335,0.367641460965659,0.183683371501989,0.261528823236008,0.438748215729885
X9070.1,Uncharacterized protein C17orf67,CQ067,Q0P5P2,339210,C17orf67,0.192637112308691,0.00050695956180115,0.00162784355748561,-0.00427374944836549,0.929804663917117,0.953807755753837,-0.141511891368014,0.332783412199889,0.429099864360269,0.282972835583564,0.0793496510019294,0.197393156544635
X12788.6,SAGA-associated factor 29 homolog,SGF29,Q96ES7,112869,SGF29,0.110993412542162,0.0332023519937817,0.0638655968781081,0.14842527886063,0.000387846938663254,0.00162214966724978,0.846818707294573,6.87898523852472e-11,1.58698627604691e-09,0.465305872780799,0.00138193188353544,0.0103416472772012
X12619.14,Protein phosphatase 1A,Protein phophatase 2Ca,P35813,5494,PPM1A,0.340232011244251,3.71515352390529e-10,3.54112791146973e-09,0.213535328426211,1.61624559177666e-06,1.27261772465545e-05,-0.111130525282617,0.380227900137797,0.476954994297737,0.312566368524154,0.0316253620828056,0.101811225441818
X3473.78,Thrombopoietin Receptor,Thrombopoietin Receptor,P40238,4352,MPL,-0.181201654734856,0.00145790081900846,0.00418093172323726,-0.125730681471439,0.01316663592988,0.0335133909613671,-0.0610633484368058,0.683977825669946,0.752541823990445,-0.00649346742924098,0.96889839285525,0.98438989591072
X11227.31,Transducin beta-like protein 2,TBL2,Q9Y4P3,26608,TBL2,0.209663470998704,0.000167667749715476,0.000609119949317406,0.10940372521767,0.0158078364494074,0.0386603535582401,-0.148170509523065,0.296295673969783,0.391672602598013,0.11090768861703,0.483977920695082,0.646613068519951
X6473.55,BPI fold-containing family A member 1,PLUNC,Q9NP55,51297,BPIFA1,-0.176234244238364,0.000121193066422762,0.000456387890314659,-0.163923059114438,2.85900600101563e-05,0.0001638499958177,-0.679352062823556,1.3340100916796e-08,1.68943515806417e-07,-0.314043224398992,0.0196439903473245,0.0732755232111322
X5491.12,Testican-2,Testican-2,Q92563,9806,SPOCK2,0.0697529346984188,0.199971005371011,0.285830695127782,-0.0702755875231846,0.156383918955089,0.250518599936016,-0.299512505308849,0.0438906758405434,0.0802909844991515,-0.056020464441529,0.725239797417145,0.829696319091882
X8976.13,"Beta-1,4 N-acetylgalactosaminyltransferase 1",B4GN1,Q00973,2583,B4GALNT1,0.0150254985660465,0.737556411215687,0.80054819341421,-0.0870991178797396,0.0154776304596794,0.0381101138850843,-0.627590495109083,1.99851207582538e-08,2.38898044179523e-07,-0.320988901019684,0.00963260982998857,0.0433946676669385
X7810.20,Complement C1q tumor necrosis factor-related protein 5,C1QTNF5,Q9BXJ0,114902,C1QTNF5,0.0566012936255678,0.201879363696314,0.287722285794364,0.193945841787242,9.79390701511237e-07,8.06216618380387e-06,0.561625117981445,1.00165516577768e-06,7.49585745960077e-06,0.475335276114026,0.000127781636769396,0.00185873529469378
X9368.64,Leucine-rich repeat and transmembrane domain-containing protein 1,LRTM1,Q9HBL6,57408,LRTM1,-0.170618325979162,0.00274711831093621,0.00730011923859938,-0.0396777555608501,0.453261615200471,0.575687063222621,-0.290380475670704,0.0515633618279708,0.0916400866245879,-0.162502932153793,0.328903426304634,0.502206266557903
X5939.42,Tumor necrosis factor ligand superfamily member 12,TWEAK,O43508,407977,TNFSF12,0.0754507286439884,0.0249851544785969,0.0498601815545333,-0.0472193494694026,0.124889725997151,0.209712836143571,-0.215761820944981,0.0147363991912021,0.0318858849311127,-0.129049063831994,0.190940478560885,0.354841669239367
X12352.70,Arrestin domain-containing protein 3,ARRD3,Q96B67,57561,ARRDC3,-0.200269581160387,0.000483935113417425,0.00156222190801953,-0.00707052670287997,0.888282444985439,0.928798792071957,-0.418345854578513,0.0037117817841337,0.00975622178674331,-0.147607925510022,0.369386273951964,0.541447626165121
X10892.8,Oncostatin-M-specific receptor subunit beta,OSMR,Q99650,9180,OSMR,0.110401484398448,0.0269891334778558,0.0532722841726396,0.0672312170187102,0.100686367602636,0.175667641356815,0.493724280783454,0.000111831960788803,0.00047099460695005,0.0769967253134061,0.60885289749877,0.743264305608542
X6036.78,Ephrin type-A receptor 10,EPHAA,Q5JZY3,284656,EPHA10,0.280858885336481,2.20471576284889e-07,1.40837398466291e-06,0.26863789442315,1.16055725864433e-09,1.81971358909514e-08,0.360461716701161,0.0112340403018961,0.0253045360531514,0.523110924803815,0.000849716629745969,0.00704273142549176
X8061.102,Protein FAM171B:Cytoplasmic domain,F171B:CD,Q6P995,165215,FAM171B,0.0236428384164872,0.682294678914438,0.753218868656532,0.0541253626636605,0.241938095800586,0.356060464158047,0.315776999597505,0.0277847197110992,0.0546936167356529,0.0460364586542456,0.774345583423177,0.861652750586404
X9221.6,"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1",IPIL1,Q6GPH6,150771,ITPRIPL1,-0.0411141209093068,0.455223467124692,0.550891880362725,0.0292414841542165,0.512818089431147,0.633717884653571,-0.0757955809493121,0.589481977487852,0.672473613373543,0.304927957770089,0.0497784125287212,0.140857351702366
X12469.19,Microtubule-associated protein RP/EB family member 1,MARE1,Q15691,22919,MAPRE1,0.34984623437207,5.90374098077534e-25,1.59577237554987e-23,0.315947899234497,2.13626088061414e-21,2.03619392357485e-19,0.562747085376357,2.7761851667823e-09,4.08753767239248e-08,0.555451486576847,4.50348680552377e-08,3.88372124038264e-06
