Analytes,TargetFullName_y,Target_y,UniProt_y,EntrezGeneID_y,EntrezGeneSymbol_y,AD_Estimate,AD_pvalue,AD_FDR,PD_Estimate,PD_pvalue,PD_FDR,FTD_Estimate,FTD_pvalue,FTD_FDR,DLB_Estimate,DLB_pvalue,DLB_FDR
X10070.22,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",PLCG2,P16885,5336,PLCG2,0.0655492252570031,0.0145832620739737,0.0898854273347806,0.0216188964120469,0.434953907098514,0.600572719790989,0.0682435377861433,0.430524402858306,0.854063167230143,-0.023123833602755,0.667566110910626,0.913548498284262
X10076.1,AP-4 complex subunit mu-1,AP4M1,O00189,9179,AP4M1,0.100359847799776,0.0312373058814617,0.144628507329234,0.0382398740554967,0.441928848216415,0.607663662885713,0.0213845444896548,0.890563772563419,0.980964364069899,0.0424313070149073,0.661694753011349,0.912595354686694
X10082.251,Neurofilament light polypeptide,NFL,P07196,4747,NEFL,-0.554392396652183,2.02998821809522e-36,2.23535535949252e-33,-0.0542423088535817,0.239691864124562,0.408155707801799,0.197772641144671,0.159229683082881,0.72847325877117,-0.0313884621432835,0.718794482142749,0.926174372452378
X10086.39,Cystathionine beta-synthase,CBS,P35520,102724560,CBS,-0.0923096101205207,0.0426139301902819,0.174442525878062,-0.159659528849451,0.00141403528687752,0.0093238833736525,0.0950207073833589,0.539610608819766,0.893983774441372,-0.142137799065607,0.135566143308188,0.55051352725089
X10087.10,Alpha-crystallin A chain,Alpha crystallin A chain,P02489,102724652,CRYAA,-0.0947538291836394,0.0321828815047469,0.147735136691719,-0.188444473050132,5.14094745213104e-05,0.000576676397559079,0.0764258620010617,0.605057758527312,0.909098450581454,-0.186602071608907,0.0379167202788604,0.301231810872797
X10344.334,Interleukin-10 receptor subunit alpha,IL-10 Ra,Q13651,3587,IL10RA,0.0629518661403979,0.0656043370970309,0.227054926767985,0.0978628232243797,0.00847623666995102,0.037459863330011,-0.190374624136307,0.0966633559344859,0.681168845925312,0.0388628751736261,0.58452214211142,0.889844231179766
X10356.21,Transcription factor AP-1,c-Jun,P05412,3725,JUN,0.0669435454177585,0.00821057770382561,0.060693650322628,0.0636361627366425,0.023852708029574,0.0805287899598342,-0.0163456650480683,0.842411574313107,0.972756052833658,0.058404678008026,0.259183144911686,0.706385215243739
X10361.25,2'-5'-oligoadenylate synthase 1,OAS1,P00973,4938,OAS1,-0.00252026765582449,0.958380023814933,0.983506255190009,-0.108550843654397,0.031020417146772,0.0981100507844533,0.165521715236764,0.31025260968991,0.809513517547095,0.0410386686840767,0.677695661906838,0.913548498284262
X10364.6,Mothers against decapentaplegic homolog 2,SMAD2,Q15796,4087,SMAD2,0.0284506433635515,0.231890530760727,0.481489860696455,-0.0696480389574059,0.0032835054828987,0.0181388969276854,0.019994889649067,0.799341149809678,0.959367560893714,-0.0220718072741583,0.648185733572703,0.910062006895392
X10366.11,Platelet-derived growth factor receptor alpha,PDGFRA,P16234,5156,PDGFRA,0.0884540051952384,0.0417597949820578,0.172763413539146,0.196108984211149,3.61907778825884e-05,0.000430058398327809,-0.00297614909921136,0.98306583442541,0.994201127820095,0.192239860187891,0.0263788713347473,0.255351057188721
X10367.62,Interleukin-12,IL-12,P29459|P29460,3592|3593,IL12A|IL12B,-0.0930661813512831,0.033495938817251,0.151011804925428,-0.118845440712124,0.0110492883345469,0.046292104011637,-0.144352737129361,0.315494068333595,0.811214844598712,0.0498853267071535,0.584445157427684,0.889844231179766
X10370.21,Signal transducer and activator of transcription 1-alpha/beta,STAT1,P42224,6772,STAT1,0.0361933073020783,0.16850760710932,0.403212598241452,0.0895556299314621,0.0010538284688736,0.00737568293839816,0.0209385549816444,0.80804563627961,0.96171683624732,0.108799625393329,0.0412379370325816,0.31425495960123
X10372.18,Signal transducer and activator of transcription 6,STAT6,P42226,6778,STAT6,-0.0099454443823522,0.775370624904685,0.896704659328768,-0.0367093081794557,0.28876872830188,0.460066503818443,-0.250986959094892,0.0338703905772631,0.592670230888375,-0.042419413449816,0.556574967489784,0.8845368059737
X10382.1,Angiopoietin-related protein 3,ANGL3,Q9Y5C1,27329,ANGPTL3,0.124150393904546,0.00369830625452722,0.0350569719134309,0.226383979408075,1.12752666269713e-06,2.00796998933691e-05,0.105090304431663,0.467423283147572,0.867921908432958,0.0243264720134284,0.787272058828381,0.946720182867133
X10390.21,E3 ubiquitin-protein ligase ZNRF3,ZNRF3,Q9ULT6,84133,ZNRF3,-0.0230104668567641,0.597019500646973,0.795142442115978,-0.0233525509398673,0.60168361812835,0.738907744418961,-0.416619265002376,0.00399387209805859,0.49672393206636,0.110294989836409,0.229846843382835,0.680013366858146
X10391.1,Angiopoietin-related protein 3,ANGL3,Q9Y5C1,27329,ANGPTL3,0.117487695903505,0.0060522408558007,0.0491569962453098,0.339839957506252,1.01447293309831e-12,7.2854594228049e-11,0.230533687707648,0.108956227435724,0.682344829069032,0.126226623941511,0.162655357755238,0.595641766547747
X10418.36,Syntaxin-12,STX12,Q86Y82,23673,STX12,0.0707350540354911,0.104279199492925,0.298644417446796,0.219056419816526,1.31763204529244e-06,2.32769917733882e-05,0.0778627402688939,0.594999091907836,0.907055155578242,0.123371021602661,0.169069057943614,0.603069295332256
X10419.1,Scavenger receptor class A member 5,SCAR5,Q6ZMJ2,286133,SCARA5,0.228171127427154,4.05869275321301e-08,2.91475902396504e-06,0.169141779421507,0.000173681931896173,0.00163930932005431,0.457418566142146,0.000925020426564975,0.49672393206636,0.146129772228465,0.0863016004407873,0.447914119491187
X10424.31,Neural proliferation differentiation and control protein 1,NPDC1,Q9NQX5,56654,NPDC1,0.0249832183417517,0.539975799570044,0.755451835105941,0.208093027578735,3.39549582988304e-06,5.45840412361003e-05,0.221976567079132,0.106625393889035,0.681168845925312,0.184560784285314,0.0312260247030968,0.275815969536578
X10428.1,Killer cell immunoglobulin-like receptor 2DS2,KI2S2,P43631,100132285,KIR2DS2,0.130237634827473,0.00333997408311224,0.0328381082844086,0.250071141137356,1.74591723330261e-07,4.01925963778062e-06,-0.027555776087566,0.849657678243507,0.973837687909266,0.113304573596867,0.215675025106609,0.663244473780136
X10438.19,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,CSF2R,P15509,1438,CSF2RA,-0.103742266860012,0.0224132931406931,0.117819086016597,-0.0705312455161746,0.154725603667574,0.304791909192504,-0.107816873556634,0.485904125217694,0.875714281318413,-0.115731165566386,0.226252318195472,0.677163983836064
X10439.57,Alpha-amylase 2B,Alpha-amylase 2B,P19961,280,AMY2B,0.115612831679302,0.00891613380667434,0.0639618849736128,0.00396695910998513,0.932679128506173,0.96299593718398,-0.0661800222030017,0.646047075523875,0.923305710161701,0.148248001645857,0.102896196084021,0.486349952887936
X10440.26,CXADR-like membrane protein:Extracellular domain,ACAM:ECD,Q9H6B4,79827,CLMP,-0.0259182034394798,0.525980806078159,0.74454312624721,0.245718605483572,1.90450813314975e-08,5.4472230457664e-07,0.379601049073762,0.00501519483192308,0.49672393206636,0.0925206673553352,0.27057079763628,0.714782530667593
X10442.1,Transmembrane protein 190,TM190,Q8WZ59,147744,TMEM190,-0.0385313078239842,0.386863761901293,0.634245378382592,0.109654328730524,0.0196719714740938,0.0700284027636519,-0.0220025167362807,0.880917879139905,0.980778577268374,0.282223476513965,0.00219007600902373,0.0514590971438044
X10445.20,Apolipoprotein M,ApoM,O95445,55937,APOM,0.118113398720379,0.00472332519988065,0.0419449053704455,-0.0114046832681522,0.809560499986598,0.884733178794423,-0.146608084441851,0.323831350273944,0.813587415181184,-0.105696947767596,0.234277886425202,0.686091155716832
X10447.18,Polyadenylate-binding protein 3,PABP3,Q9H361,5042,PABPC3,-0.0734155038571477,0.0560268515304403,0.205421425117436,0.0779709993622141,0.0398068961646371,0.117517499088363,-0.167574181430385,0.197352245595648,0.753739492068782,-0.0722759804758398,0.375549610173234,0.790964703351787
X10451.11,Nucleobindin-1,NUCB1,Q02818,4924,NUCB1,-0.0564744449678885,0.219437513753857,0.469046798243847,0.0277863924117334,0.58702303112276,0.727939408150915,0.375716313534707,0.015045326346022,0.550224508044847,0.0203422569407072,0.832115399323708,0.96098347200345
X10453.7,Carcinoembryonic antigen-related cell adhesion molecule 20,CEA20,Q6UY09,125931,CEACAM20,-0.106786003923401,0.016136388654677,0.0955314693919812,-0.124502916395637,0.00959923437002112,0.0414253046915281,-0.0463376627285206,0.757842680539658,0.948170113990555,-0.115796755819374,0.212373744710347,0.658757432535803
X10457.3,Interleukin-18 receptor accessory protein,IL-18 Rb,O95256,8807,IL18RAP,-0.107140113015756,0.0202970434566745,0.111853115067061,-0.122988377118996,0.0145404660054701,0.0568454786379534,-0.192385697702534,0.237572153584778,0.765579920743458,0.0362104125314338,0.710352955718253,0.922288046230693
X10463.23,Intestinal-type alkaline phosphatase,"Alkaline phosphatase, intestine",P09923,248,ALPI,0.0343230537355177,0.387076465772757,0.63427931779777,0.165259048087943,0.000127071878666305,0.00126631056161128,0.142326128734996,0.286656382615018,0.799966679048219,0.1110397904446,0.18132576918108,0.618511686842615
X10464.6,Anthrax toxin receptor 1,ANTR1,Q9H6X2,84168,ANTXR1,0.0285958084670156,0.496595584614234,0.725405046992316,-0.0589550465398708,0.200498272587074,0.361049901058271,-0.101742227935263,0.480958514162648,0.873631704702737,-0.19920653181747,0.0261992951629551,0.254931875024513
X10480.33,CD59 glycoprotein,CD59,P13987,966,CD59,-0.0363624044213532,0.426719753242923,0.669835450148726,-0.11571682620076,0.0161936726540869,0.0612080064219407,-0.114422145443573,0.438096047030384,0.857126792678138,-0.147358698647264,0.116699868785335,0.513681567664694
X10499.1,Transmembrane protein 106A,T106A,Q96A25,113277,TMEM106A,-0.123806328491749,0.00856762363712918,0.0624104623710171,-0.0123666017206892,0.808929597494391,0.88472071687559,-0.19258298244057,0.220955583487542,0.765579920743458,-0.082047265309054,0.418820017331438,0.818546899303153
X10510.62,SLP adapter and CSK-interacting membrane protein,SCIMP,Q6UWF3,388325,SCIMP,-0.0748082783775768,0.064184138180077,0.223574500280779,-0.0971032893557406,0.0226862071575659,0.07726201919663,-0.165073415624847,0.208740899159317,0.760701114586657,-0.0806096382996323,0.318947985093502,0.754219519510654
X10512.13,Cytokine receptor common subunit beta:Extracellular domain,IL3RB:ECD,P32927,1439,CSF2RB,-0.153146812832014,0.000483157082086248,0.00792113856412863,-0.121811440430766,0.009790791697949,0.042087027162231,-0.239761623662594,0.10305173221683,0.681168845925312,-0.138038791097049,0.130278979792389,0.542036032423371
X10521.10,Matrix-remodeling-associated protein 8:Extracellular domain,MXRA8:ECD,Q9BRK3,54587,MXRA8,0.107042709334557,0.0118343381096749,0.0774920434991299,0.0278563676928618,0.550475500583542,0.698689898169942,-0.0673730073379641,0.647215063886341,0.923305710161701,-0.0759861246277399,0.403197879571189,0.809458641849542
X10528.2,Dipeptidase 1,DPEP1,P16444,1800,DPEP1,0.0221555403660038,0.603153072275445,0.799710974935964,-0.0878239587307078,0.0496995242874068,0.137276236190174,0.0276542720874978,0.838358764720672,0.97073893419374,-0.0169469417949848,0.843185032923067,0.965157259126098
X10531.18,GTPase NRas,RASN,P01111,4893,NRAS,0.0872564689428531,0.0437234357224671,0.176793598420037,-0.0264438916847092,0.576673828672067,0.719148535555726,-0.11009394485662,0.443717389123458,0.85800104453422,0.0848566132988425,0.351717981145415,0.775156269212124
X10546.2,Thrombospondin-type laminin G domain and EAR repeat-containing protein,TSEAR,Q8WU66,54084,TSPEAR,0.0172270571040689,0.636692011946022,0.818568617031984,0.0648766909580224,0.0935795693739836,0.21342085428164,-0.185777573109539,0.113764170415878,0.68831490287336,0.153793570753549,0.0434786973966778,0.321324109283949
X10553.8,Torsin-1A-interacting protein 2,TOIP2,Q8NFQ8,163590,TOR1AIP2,0.123350778809087,0.0067147181260717,0.0526890055332016,0.221879181081032,1.3891269610733e-05,0.000186543939670961,-0.0615527898685372,0.683360062822243,0.93175825662555,0.127826638596454,0.19352601081534,0.634766339396403
X10565.19,SLIT and NTRK-like protein 3,SLIK3,O94933,22865,SLITRK3,0.288291142795632,1.13475850939665e-10,1.38839805029327e-08,0.150310204984486,0.00189385666728229,0.0117270018751023,0.077056489447313,0.606986795108654,0.909585338009271,0.410695343889057,9.01785505581879e-06,0.0010452801465578
X10569.28,Microfibrillar-associated protein 2,MFAP2,P55001,4237,MFAP2,-0.0455945850667256,0.310310703058383,0.561453025240548,0.105534517821113,0.0322331089302203,0.100739900994307,0.0480315403498464,0.746856269515334,0.946027487095056,0.0771355335639843,0.409977412174937,0.812941405234036
X10572.65,Cystatin-8,CST8,O60676,10047,CST8,0.064848623001657,0.130046379059204,0.34440414828596,0.0943757859660648,0.0377716392343131,0.112964852549215,0.154385142332963,0.283336912463239,0.799966679048219,0.0314715907203109,0.720682892916226,0.92620643414934
X10574.10,Beta-2-microglobulin,b2-Microglobulin,P61769,567,B2M,0.0820756283069544,0.0755528109245029,0.246142712908378,0.109641995586171,0.0312826408366435,0.0985665371159974,0.14622672002049,0.328977221352626,0.814980315514359,0.0833042407140233,0.381408942883182,0.794400101034696
X10575.31,Poly(U)-binding-splicing factor PUF60,PUF60,Q9UHX1,22827,PUF60,0.150317489087907,0.000755105185347512,0.0110866221324245,0.164570331878632,0.000754962840363442,0.00564257860439057,-0.0756449396593116,0.61427932312991,0.913453652666162,0.110233695213695,0.244627824141928,0.694884278629593
X10576.7,Plexin domain-containing protein 2:Extracellular domain,PXDC2:ECD,Q6UX71,84898,PLXDC2,0.00619427303374448,0.880480759899153,0.949459177518149,0.230659042794916,1.76451220207237e-07,4.04796254135144e-06,0.122527810308229,0.37221546379892,0.831954838602589,-0.010354738790915,0.90427317785226,0.976365417764227
X10580.14,Surfactant-associated protein 2,SFTA2,Q6UW10,389376,SFTA2,0.0408990186802439,0.350862832104977,0.602273507850761,0.0554482764001131,0.239283252843657,0.40777820257627,-0.176160644234524,0.227989537649426,0.765579920743458,-0.183488715403961,0.0421908234934375,0.317115052819427
X10583.1,Transmembrane protein 108,TM108,Q6UXF1,66000,TMEM108,-0.0769098249379291,0.0866256527188806,0.267461869663613,-0.117388198366434,0.0163362061364454,0.0615706297452908,0.0790644427360638,0.595309803733574,0.907055155578242,-0.0771503660973046,0.413243488286296,0.815235298079377
X10612.18,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",PLOD3,O60568,8985,PLOD3,-0.0971183770214457,0.0356314393510321,0.157891964984754,0.0134987339261969,0.78033680424786,0.867084639365223,0.313220816378987,0.0408315046542782,0.605882978697658,-0.123193207746669,0.20222157149772,0.644625586281229
X10613.33,Protein CASC4,CASC4,Q6P4E1,113201,GOLM2,-0.0653384752693947,0.108685788672021,0.305959525247568,0.0166083244681025,0.711503652663595,0.819110459765083,-0.300623773635451,0.0262189375021827,0.583261010360004,-0.13960866225311,0.0890339851009433,0.454947826420675
X10615.18,Myelin protein P0,MYP0,P25189,4359,MPZ,0.241455873606803,1.64375989757961e-08,1.2928954337272e-06,0.099257797699568,0.0274569724887743,0.0894541844865713,-0.0573003023284815,0.683131020658705,0.93175825662555,0.161937686756912,0.0636091177324819,0.389240485876265
X10620.21,Beta-microseminoprotein,PSP-94,P08118,4477,MSMB,0.0892810455952722,0.0312864594287308,0.144754648071165,0.0488132686418454,0.282098340130591,0.453374783080227,-0.159114024628978,0.248001806620997,0.772652111135142,0.151435408443881,0.0804514053495407,0.431972027292357
X10623.19,Mucin-1:region 1,MUC1:region 1,P15941,4582,MUC1,-0.111099753306063,0.0114921253695519,0.0760806335837968,-0.0228727447941781,0.6439476293688,0.769638564985467,-0.145287910333639,0.337026350817691,0.819002998068886,-0.0606588795661434,0.521953512883503,0.873800624857149
X10624.45,Serine protease inhibitor Kazal-type 13,ISK13,Q1W4C9,153218,SPINK13,-0.109985206634104,0.0167524001929994,0.0976041517417522,-0.141212416587843,0.00451848050360435,0.0233596249509499,-0.130332799654712,0.387027165312042,0.834102929445969,-0.108901869481872,0.254008927035434,0.702369544082184
X10627.87,Amyloid-like protein 2,APLP2,Q06481,334,APLP2,-0.0590804595988074,0.1782127038119,0.414741575937029,0.146264255278549,0.0017449901528571,0.011022131873735,0.0224506630507304,0.879706147714602,0.980778577268374,0.0590830877198195,0.522638487500455,0.873800624857149
X10637.50,UPF0577 protein KIAA1324:Extracellular domain,K1324:ECD,Q6UXG2,57535,ELAPOR1,-0.0898519100286416,0.0286387444540092,0.137711924750829,-0.111277229442444,0.00969597863489904,0.0417609718649139,-0.246856463408149,0.0796267751891467,0.663619666080942,-0.007535357414183,0.931281813192832,0.981023427896212
X10663.42,Insulin-induced gene 1 protein,INSI1,O15503,3638,INSIG1,-0.10712105079912,0.0157773280955872,0.0945066244130053,-0.127322970180073,0.00817885547707123,0.0363645344125233,-0.106372390600443,0.487403256425077,0.876502258285261,-0.181834620726661,0.0516352623037955,0.349901721067874
X10666.7,N-acetylglucosamine-1-phosphotransferase subunit gamma,GNPTG,Q9UJJ9,84572,GNPTG,-0.0563770565095309,0.212622367818102,0.462256000057322,0.155486990345756,0.00138481406807442,0.00917699754038888,0.235035064472242,0.119468997664657,0.689310462955806,0.163498163511627,0.0781981831046072,0.427694864049784
X10667.78,Uncharacterized protein C1orf185,CA185,Q5T7R7,284546,C1orf185,-0.0945080658185088,0.0214330785144623,0.115128739630124,-0.088845928801762,0.049380823640401,0.136567225530402,0.124705516489084,0.38603064855996,0.833585629527943,0.0173420589513852,0.84043147179458,0.964371643289157
X10668.5,Syntaxin-4,STX4,Q12846,6810,STX4,0.0712298918903948,0.0453754776203627,0.181550218416314,0.104350771003098,0.00431786999472783,0.0225876223714701,0.0792711440174961,0.510562380464053,0.884452338130103,-0.029825546221474,0.683933778962164,0.914726817328546
X10672.75,Pulmonary surfactant-associated protein B,SP-B,P07988,6439,SFTPB,-0.00351152290058314,0.937643776050994,0.973140500843374,0.153801173466391,0.00123995443496038,0.00841971115291188,0.0631347236903091,0.662773609170643,0.928149802930367,0.0347712818750739,0.707738218545037,0.922288046230693
X10693.43,Killer cell lectin-like receptor subfamily G member 2:C-term,KLRG2:C-term,A4D1S0,346689,KLRG2,-0.139151346926532,0.00391930334377047,0.0368347612977119,-0.123665238565258,0.0181295112228725,0.0661777241157563,-0.0530046143969156,0.740401534927048,0.94372006049218,-0.0663278182487652,0.520057145315871,0.873800624857149
X10695.12,Protein WFDC10B,WF10B,Q8IUB3,280664,WFDC10B,-0.111826446235091,0.0136289545781672,0.0859222355896476,0.0466595271296622,0.346427585654673,0.517554535889845,0.0768398466977413,0.616928429146616,0.913839383812044,-0.0760947664974292,0.426873347516476,0.823731577414083
X10699.52,Prolow-density lipoprotein receptor-related protein 1,LRP1,Q07954,4035,LRP1,0.1496942280088,0.000608726675965071,0.00955310486484851,0.0898524144054049,0.064519078919229,0.165802238202779,0.0145851593130131,0.922158541214558,0.98464021950392,0.175681785120145,0.0631301267790869,0.388010418282478
X10702.1,Collagen alpha-1(XXVIII) chain,COSA1,Q2UY09,340267,COL28A1,-0.0528720358283748,0.191951354775435,0.434769489544498,0.286362720497345,1.16238291988594e-10,5.15427110851435e-09,0.224355575635767,0.100116371363585,0.681168845925312,0.235914263167687,0.00522411082636207,0.0891878558908893
X10705.14,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",SIA7C,Q8NDV1,256435,ST6GALNAC3,-0.13246889762763,0.00501452116311708,0.0435933438483086,-0.0662585399022684,0.19216289523887,0.351597964232405,-0.0702550849318543,0.657949019602996,0.92617400852888,-0.161437603536708,0.0996089073070399,0.48002784025299
X10710.23,Zona pellucida-binding protein 2,ZPBP2,Q6X784,124626,ZPBP2,-0.0967634243901283,0.0172557462713249,0.0993973109107616,-0.146041706947063,0.000733189336374774,0.00552988806555723,-0.0205263464857306,0.879518617132526,0.980778577268374,-0.141253006381303,0.103662488281143,0.48759752624165
X10713.151,CMRF35-like molecule 7,CLM7,A8K4G0,124599,CD300LB,-0.0743281000356975,0.0766894346056848,0.248376026686156,-0.105181048584193,0.018367013247043,0.0668599760458474,-0.0895099507230264,0.523917738436491,0.888472723282337,-0.126820637861294,0.150740181481607,0.576508158897494
X10714.7,Angiotensin-converting enzyme,ACE,P12821,1636,ACE,-0.129163623507013,0.00439190815912068,0.0399138063374282,-0.132557768575959,0.00681982343299332,0.0316075671323641,-0.0445472814037321,0.771293494173721,0.951450754329065,-0.18281397025894,0.0515870132756843,0.349901721067874
X10721.76,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,3303,HSPA1A,0.0516443470690329,0.236201806593095,0.486466750673498,0.242569660788077,3.04405954615137e-07,6.46691364032864e-06,-0.096769988324006,0.502815682483014,0.879095849210181,0.0923430368576648,0.303160885716154,0.742290028666813
X10722.13,Tyrosine-protein kinase SYK:Protein kinase domain,KSYK:Protein Kinase,P43405,6850,SYK,0.121906717592619,0.00162930615828455,0.0194598723385944,0.0686281606062067,0.0682821283261126,0.171993908444768,-0.0644329650481519,0.62591933840669,0.917339887932605,0.0520514610540038,0.51843128085105,0.873800624857149
X10731.10,Heparan sulfate glucosamine 3-O-sulfotransferase 5,HS3S5,Q8IZT8,222537,HS3ST5,-0.0776453119439808,0.0622797229059534,0.219746018894112,-0.0771357862626477,0.105371843284084,0.232218735349546,0.32526250081623,0.0221723655185216,0.560141628119457,-0.0490707907061823,0.582934020580095,0.889479231864362
X10737.96,Leukocyte elastase inhibitor,Serpin B1,P30740,1992,SERPINB1,0.111915895239205,0.00612407367010322,0.0495247916014345,0.122379850967196,0.011706354952089,0.0482795800052761,0.0939096661657795,0.49957062036302,0.879095849210181,0.0612631204075245,0.486434939845151,0.85817774300585
X10741.22,Macrophage colony-stimulating factor 1,CSF-1,P09603,1435,CSF1,0.000636930767605471,0.988490898813322,0.995551262837062,0.173344889000807,0.000375278819502949,0.0031505300641118,0.167204440784229,0.253645394561475,0.775755725791838,0.28183068649648,0.0024973526007746,0.0539215968409078
